Region/country/area,Technology,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
United Republic of Tanzania,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
United Republic of Tanzania,Solar,0.031,0.303,1.164,3.674,11.188,12.795,12.356,13.233,17.159,15.241,15.241,15.241,15.241
United Republic of Tanzania,Solar photovoltaic,0.031,0.303,1.164,3.674,11.188,12.795,12.356,13.233,17.159,15.241,15.241,15.241,15.241
United Republic of Tanzania,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
United Republic of Tanzania,Bioenergy,51.4,63.9,66.4,66.4,70.16,70.16,70.185,70.185,70.185,70.185,70.185,70.185,70.185
United Republic of Tanzania,Solid biofuels and renewable municipal waste,50.9,63.4,65.9,65.9,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5
United Republic of Tanzania,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
United Republic of Tanzania,Bagasse,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7,45.7
United Republic of Tanzania,Other solid biofuels,5,18,20,20,24,24,24,24,24,24,24,24,24
United Republic of Tanzania,Liquid biofuels,0,0,0,0,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
United Republic of Tanzania,Biogas,0.5,0.5,0.5,0.5,0.5,0.5,0.525,0.525,0.525,0.525,0.525,0.525,0.525
United Republic of Tanzania,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,Total renewable energy,66.6,66.6,66.607,66.614,66.629,66.67,66.696,67.586,70.104,72.074,73.802,123.835,123.835
Togo,Hydropower,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6
Togo,Renewable hydropower,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6
Togo,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,Solar,0,0,0.007,0.014,0.029,0.07,0.096,0.986,3.504,5.474,7.202,57.235,57.235
Togo,Solar photovoltaic,0,0,0.007,0.014,0.029,0.07,0.096,0.986,3.504,5.474,7.202,57.235,57.235
Togo,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Total renewable energy,117.503,118.586,240.571,271.537,312.074,329.547,340.06,349.076,374.749,391.049,405.89,405.89,508.076
Tunisia,Hydropower,62,62,62,62,62,62,62,62,66,66,66,66,66
Tunisia,Renewable hydropower,62,62,62,62,62,62,62,62,66,66,66,66,66
Tunisia,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Wind,53.69,53.69,173,200,233,240,240,240,245,245,245,245,245
Tunisia,Onshore wind energy,53.69,53.69,173,200,233,240,240,240,245,245,245,245,245
Tunisia,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Solar,1.813,2.896,5.571,9.537,17.074,27.547,38.06,47.076,63.749,80.049,94.89,94.89,197.076
Tunisia,Solar photovoltaic,1.813,2.896,5.571,9.537,17.074,27.547,38.06,47.076,63.749,80.049,94.89,94.89,197.076
Tunisia,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,Total renewable energy,463.611,464.942,619.626,749.906,769.406,781.906,783.978,827.467,907.737,1178.289,1195.536,1197.578,1222.418
Uganda,Hydropower,432.701,432.702,586.306,695.406,695.406,695.406,695.406,706.906,744.146,1004.406,1010.906,1010.906,1032.706
Uganda,Renewable hydropower,432.701,432.702,586.306,695.406,695.406,695.406,695.406,706.906,744.146,1004.406,1010.906,1010.906,1032.706
Uganda,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,Solar,14.91,16.24,17.32,18.5,20,22,24.072,44.161,67.391,77.683,88.43,90.472,93.512
Uganda,Solar photovoltaic,14.91,16.24,17.32,18.5,20,22,24.072,44.161,67.391,77.683,88.43,90.472,93.512
Uganda,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,Bioenergy,16,16,16,36,54,64.5,64.5,76.4,96.2,96.2,96.2,96.2,96.2
Uganda,Solid biofuels and renewable municipal waste,16,16,16,36,54,64.5,64.5,76.4,96.2,96.2,96.2,96.2,96.2
Uganda,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,Bagasse,16,16,16,36,54,64.5,64.5,76.4,96.2,96.2,96.2,96.2,96.2
Uganda,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Total renewable energy,1934.666,1934.666,1941.666,2301.726,2301.726,2311.226,2431.26,2441.26,2442.39,2538.23,2539.23,2844.43,3303.458
Zambia,Hydropower,1891.866,1891.866,1898.866,2258.866,2258.866,2268.366,2388.366,2398.366,2398.366,2399.006,2400.006,2705.206,3164.206
Zambia,Renewable hydropower,1891.866,1891.866,1898.866,2258.866,2258.866,2268.366,2388.366,2398.366,2398.366,2399.006,2400.006,2705.206,3164.206
Zambia,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Solar,0,0,0,0.06,0.06,0.06,0.094,0.094,1.224,96.424,96.424,96.424,96.452
Zambia,Solar photovoltaic,0,0,0,0.06,0.06,0.06,0.094,0.094,1.224,96.424,96.424,96.424,96.452
Zambia,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Bioenergy,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8
Zambia,Solid biofuels and renewable municipal waste,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8
Zambia,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Bagasse,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8
Zambia,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,Total renewable energy,834.312,852.507,853.235,859.34,860.072,874.91,879.002,885.104,1188.599,1191.842,1194.085,1207.956,1221.264
Zimbabwe,Hydropower,752.31,752.33,752.33,757.37,757.37,772.385,776.135,780.035,1080.035,1080.015,1080.015,1080.015,1080.015
Zimbabwe,Renewable hydropower,752.31,752.33,752.33,757.37,757.37,772.385,776.135,780.035,1080.035,1080.015,1080.015,1080.015,1080.015
Zimbabwe,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,Solar,0.002,0.177,0.905,1.97,2.702,2.525,2.867,5.069,8.564,11.827,14.07,27.941,41.249
Zimbabwe,Solar photovoltaic,0.002,0.177,0.905,1.97,2.702,2.525,2.867,5.069,8.564,11.827,14.07,27.941,41.249
Zimbabwe,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,Bioenergy,82,100,100,100,100,100,100,100,100,100,100,100,100
Zimbabwe,Solid biofuels and renewable municipal waste,82,100,100,100,100,100,100,100,100,100,100,100,100
Zimbabwe,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,Bagasse,81.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5
Zimbabwe,Other solid biofuels,1,1,1,1,1,1,1,1,1,1,1,1,1
Zimbabwe,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia,Total renewable energy,387295.176,433536.289,478802.459,553557.655,632892.701,722529.428,813769.506,922091.144,1027281.228,1127082.492,1306891.357,1461091.401,1636557.753
Asia,Hydropower,367561.382,391095.818,414319.591,451249.575,479637.803,500109.994,516213.73,531238.738,544222.96,554635.194,570247.059,593574.371,618778.273
Asia,Renewable hydropower,318298.782,338680.718,359484.407,395214.391,422420.119,441772.31,454243.046,466568.054,478952.276,489064.51,504646.375,521903.687,537787.589
Asia,Pumped storage,49262.6,52415.1,54835.184,56035.184,57217.684,58337.684,61970.684,64670.684,65270.684,65570.684,65600.684,71670.684,80990.684
Asia,Marine,5.05,259.05,259.05,259.051,259.066,259.271,259.271,259.271,259.271,260.271,260.771,260.771,260.351
Asia,Wind,46083.588,66026.8,82809.361,99542.487,124336.487,161804.565,184143.42,205016.103,229093.804,257668.955,332060.585,384755.687,425484.9
Asia,Onshore wind energy,45958.388,65791.6,82488.061,99054.787,123820.287,161076.065,182458.72,202010.403,224260.604,251372.755,322648.385,356946.487,392997.9
Asia,Offshore wind energy,125.2,235.2,321.3,487.7,516.2,728.5,1684.7,3005.7,4833.2,6296.2,9412.2,27809.2,32487
Asia,Solar,5529.311,9698.793,16257.995,36260.481,60810.877,90776.803,140774.349,212362.149,277001.211,333067.563,414443.76,491925.365,604096.754
Asia,Solar photovoltaic,5529.311,9696.093,16248.295,36090.781,60466.177,90432.103,140409.649,211997.449,276421.711,332324.063,413550.26,491007.865,603153.254
Asia,Concentrated solar power,0,2.7,9.7,169.7,344.7,344.7,364.7,364.7,579.5,743.5,893.5,917.5,943.5
Asia,Bioenergy,13781.395,15234.778,16270.496,18552.795,21212.302,24020.029,30347.97,33664.117,37599.186,42480.793,50933.466,57539.941,64193.08
Asia,Solid biofuels and renewable municipal waste,13462.403,14823.066,15758.102,17900.313,20007.526,22684.709,28828.823,31929.802,35624.131,39584.224,47561.08,54091.07,60498.692
Asia,Renewable municipal waste,2165.712,2232.77,2604.909,3182.551,3446.061,3995.496,4535.133,5329.296,6383.495,7839.901,10629.784,13055.321,15528.574
Asia,Bagasse,699.535,700.85,735.282,787.066,853.815,939.712,977.058,996.752,1352.142,1378.692,1458.692,1442.192,1475.592
Asia,Other solid biofuels,10597,11889,12418,13931,15708,17750,23317,25604,27888,30366,35473,39594,43495
Asia,Liquid biofuels,0,0,0,0,356,361,360,359,348,1020,950,487,487
Asia,Biogas,318.992,411.712,512.394,652.482,848.776,974.32,1159.147,1375.315,1627.055,1876.569,2422.386,2961.871,3207.388
Asia,Geothermal,3597.05,3636.15,3721.15,3728.45,3853.85,3896.45,4001.45,4221.45,4375.48,4540.4,4546.4,4705.95,4735.079
Afghanistan,Total renewable energy,241.452,244.919,289.47,293.64,298.609,302.626,349.344,371.734,371.289,380.804,380.226,387.67,492.217
Afghanistan,Hydropower,241.35,244.799,273.248,276.697,280.146,283.595,329.044,348.993,348.993,348.993,348.993,356.608,459.138
Afghanistan,Renewable hydropower,241.35,244.799,273.248,276.697,280.146,283.595,329.044,348.993,348.993,348.993,348.993,356.608,459.138
Afghanistan,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,Wind,0,0,0.1,0.1,0.1,0.1,0.1,0.4,0.4,0.4,0.4,0.4,0.4
Afghanistan,Onshore wind energy,0,0,0.1,0.1,0.1,0.1,0.1,0.4,0.4,0.4,0.4,0.4,0.4
Afghanistan,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,Solar,0.102,0.12,16.122,16.843,18.363,18.931,20.2,22.341,21.896,31.411,30.833,30.662,32.679
Afghanistan,Solar photovoltaic,0.102,0.12,16.122,16.843,18.363,18.931,20.2,22.341,21.896,31.411,30.833,30.662,32.679
Afghanistan,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Total renewable energy,266.989,315.567,339.899,377.972,405.787,434.079,403.362,454.604,478.61,517.864,581.516,743.967,801.08
Bangladesh,Hydropower,230,220,220,230,230,230,230,230,230,230,230,230,230
Bangladesh,Renewable hydropower,230,220,220,230,230,230,230,230,230,230,230,230,230
Bangladesh,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Wind,1.9,1.9,1.9,1.9,1.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9
Bangladesh,Onshore wind energy,1.9,1.9,1.9,1.9,1.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9
Bangladesh,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Solar,32.339,90.247,113.879,141.822,169.237,196.129,165.412,216.654,240.36,279.614,343.266,505.717,562.83
Bangladesh,Solar photovoltaic,32.339,90.247,113.879,141.822,169.237,196.129,165.412,216.654,240.36,279.614,343.266,505.717,562.83
Bangladesh,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Bioenergy,2.75,3.42,4.12,4.25,4.65,5.05,5.05,5.05,5.35,5.35,5.35,5.35,5.35
Bangladesh,Solid biofuels and renewable municipal waste,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Bangladesh,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Biogas,2.75,3.42,4.12,4.25,4.65,4.65,4.65,4.65,4.95,4.95,4.95,4.95,4.95
Bangladesh,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhutan,Total renewable energy,1488.353,1488.353,1488.353,1488.353,1488.353,1614.953,1614.953,1614.953,1615.19,2335.19,2335.19,2335.39,2335.39
Bhutan,Hydropower,1488.078,1488.078,1488.078,1488.078,1488.078,1614.078,1614.078,1614.078,1614.315,2334.315,2334.315,2334.335,2334.335
Bhutan,Renewable hydropower,1488.078,1488.078,1488.078,1488.078,1488.078,1614.078,1614.078,1614.078,1614.315,2334.315,2334.315,2334.335,2334.335
Bhutan,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhutan,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhutan,Wind,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Bhutan,Onshore wind energy,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Bhutan,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhutan,Solar,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.455,0.455
Bhutan,Solar photovoltaic,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.455,0.455
Bhutan,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhutan,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhutan,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhutan,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhutan,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhutan,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhutan,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhutan,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhutan,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Total renewable energy,1.2,1.2,1.2,1.2,1.214,1.214,1.214,1.215,1.215,1.216,1.45,4.87,4.898
Brunei Darussalam,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Renewable hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Solar,1.2,1.2,1.2,1.2,1.214,1.214,1.214,1.215,1.215,1.216,1.45,4.87,4.898
Brunei Darussalam,Solar photovoltaic,1.2,1.2,1.2,1.2,1.214,1.214,1.214,1.215,1.215,1.216,1.45,4.87,4.898
Brunei Darussalam,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,Total renewable energy,21.552,219.709,265.867,717.127,974.507,976.584,980.683,1061.487,1411.63,1506.721,1689.978,1748.624,1839.542
Cambodia,Hydropower,13.33,207.06,225.43,683.43,929.43,929.7,930,979.7,1329.7,1329.7,1329.7,1329.7,1331.7
Cambodia,Renewable hydropower,13.33,207.06,225.43,683.43,929.43,929.7,930,979.7,1329.7,1329.7,1329.7,1329.7,1331.7
Cambodia,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,Wind,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Cambodia,Onshore wind energy,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Cambodia,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,Solar,2.196,3.899,4.687,5.877,9.187,12.189,18.363,29.467,28.91,124.001,314.958,375.604,455.522
Cambodia,Solar photovoltaic,2.196,3.899,4.687,5.877,9.187,12.189,18.363,29.467,28.91,124.001,314.958,375.604,455.522
Cambodia,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,Bioenergy,5.776,8.5,35.5,27.57,35.64,34.445,32.07,52.07,52.77,52.77,45.07,43.07,52.07
Cambodia,Solid biofuels and renewable municipal waste,5.776,8.5,35.5,27.57,35.64,32.945,30.57,50.57,51.27,51.27,43.57,41.57,50.57
Cambodia,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,Bagasse,0,0,16,16,16,16,16,36,36,36,27,27,27
Cambodia,Other solid biofuels,6,9,20,12,20,17,15,15,15,15,17,15,24
Cambodia,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,Biogas,0,0,0,0,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Cambodia,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
China,Total renewable energy,233256.96,267897.809,302101.034,359515.815,414650.503,479103.407,541015.682,620855.705,695463.175,758844.032,899624.673,1020234.183,1160798.943
China,Hydropower,216057.181,232980,249470.476,280440,304860,319530,332070.493,343774.938,352261.434,358040,370280,390920,413500
China,Renewable hydropower,199127.181,214597.5,229137.976,258907.5,282750,296500,305380.493,314384.938,322271.434,327750,339960,354530,367710
China,Pumped storage,16930,18382.5,20332.5,21532.5,22110,23030,26690,29390,29990,30290,30320,36390,45790
China,Marine,4.05,4.05,4.05,4.05,4.05,4.25,4.25,4.25,4.25,4.25,4.75,4.75,4.75
China,Wind,29633.478,46354.6,61596.873,76730.53,96819.13,131047.73,148516.89,164374.477,184664.877,209581.91,282112.67,328973.43,365964.19
China,Onshore wind energy,29533.478,46144.6,61305.873,76313.53,96379.13,130488.73,147036.89,161586.477,180076.877,203651.91,273122.67,302583.43,335504.19
China,Offshore wind energy,100,210,291,417,440,559,1480,2788,4588,5930,8990,26390,30460
China,Solar,1021.8,3107.8,6718.8,17758.8,28398.8,43548.8,77818.8,130832.29,175261.864,204970.8,253963.8,306972.8,393031.8
China,Solar photovoltaic,1021.8,3107.8,6717.8,17747.8,28387.8,43537.8,77787.8,130801.29,175015.864,204574.8,253417.8,306402.8,392435.8
China,Concentrated solar power,0,0,1,11,11,11,31,31,246,396,546,570,596
China,Bioenergy,3446.401,3807.709,4617.185,6088.985,6652.573,7976.877,9269.499,11234,13235,16537.072,23583.453,29753.203,34088.203
China,Solid biofuels and renewable municipal waste,3375.239,3726.709,4479.125,5896.395,6342.984,7645.862,8919.925,10780,12605,15737.681,22298.105,28042.355,32160.605
China,Renewable municipal waste,1117.239,1131.209,1143.625,1700.095,1893.42,2341.51,2869.987,3640,4575,6008.781,8681.546,11021.796,13406.046
China,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
China,Other solid biofuels,2258,2596,3336,4196,4450,5304,6050,7140,8030,9729,13617,17021,18755
China,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
China,Biogas,71.162,81,138.06,192.59,309.589,331.015,349.574,454,630,799.391,1285.348,1710.848,1927.598
China,Geothermal,24.05,26.15,26.15,25.95,25.95,25.75,25.75,25.75,25.75,0,0,0,0
"China, Hong Kong SAR",Total renewable energy,0,0,0,0,0.5,0.5,17.113,46.916,46.916,142.559,144.559,148.9,244.463
"China, Hong Kong SAR",Hydropower,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.66
"China, Hong Kong SAR",Renewable hydropower,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.66
"China, Hong Kong SAR",Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
"China, Hong Kong SAR",Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
"China, Hong Kong SAR",Wind,0,0,0,0,0,0,0,0.803,0.803,0.803,0.803,0.803,0.8
"China, Hong Kong SAR",Onshore wind energy,0,0,0,0,0,0,0,0.803,0.803,0.803,0.803,0.803,0.8
"China, Hong Kong SAR",Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
"China, Hong Kong SAR",Solar,0,0,0,0,0,0,0,1,1,89,91,95.341,184.8
"China, Hong Kong SAR",Solar photovoltaic,0,0,0,0,0,0,0,1,1,89,91,95.341,184.8
"China, Hong Kong SAR",Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
"China, Hong Kong SAR",Bioenergy,0,0,0,0,0,0,16.613,44.613,44.613,52.256,52.256,52.256,58.203
"China, Hong Kong SAR",Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,28,28,28,28,28,28
"China, Hong Kong SAR",Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
"China, Hong Kong SAR",Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
"China, Hong Kong SAR",Other solid biofuels,0,0,0,0,0,0,0,28,28,28,28,28,28
"China, Hong Kong SAR",Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
"China, Hong Kong SAR",Biogas,0,0,0,0,0,0,16.613,16.613,16.613,24.256,24.256,24.256,30.203
"China, Hong Kong SAR",Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
"China, Macao SAR",Total renewable energy,0,0,0,0,0,0,0,0,0,0,0,0,0
"China, Macao SAR",Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
"China, Macao SAR",Renewable hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
"China, Macao SAR",Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
"China, Macao SAR",Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
"China, Macao SAR",Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
"China, Macao SAR",Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
"China, Macao SAR",Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
"China, Macao SAR",Solar,0,0,0,0,0,0,0,0,0,0,0,0,0
