Region/country/area,Technology,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Czechia,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,Total renewable energy,4915.978,5123.595,5949.122,6583.604,6749.769,7109.403,7409.933,8193.719,8902.066,9180.106,9664.325,10881.955,12365.955
Denmark,Hydropower,9.199,9.264,9.255,8.733,8.616,6.878,9.267,7.153,7.153,7.163,7.163,7.123,5.123
Denmark,Renewable hydropower,9.199,9.264,9.255,8.733,8.616,6.878,9.267,7.153,7.153,7.163,7.163,7.123,5.123
Denmark,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,Marine,0.195,0.25,0.25,0,0,0,0,0,0,0,0,0,0
Denmark,Wind,3801.829,3951.981,4161.941,4818.923,4886.403,5076.966,5245.142,5488.949,6122.66,6110.543,6267.033,7020.84,7087.84
Denmark,Onshore wind energy,2933.979,3080.531,3240.091,3547.873,3615.353,3805.916,3974.092,4225.149,4421.86,4409.743,4566.233,4715.24,4782.24
Denmark,Offshore wind energy,867.85,871.45,921.85,1271.05,1271.05,1271.05,1271.05,1263.8,1700.8,1700.8,1700.8,2305.6,2305.6
Denmark,Solar,7,17,402,571,607,782.108,850.953,906.35,998,1080,1304.294,1704.041,3122.041
Denmark,Solar photovoltaic,7,17,402,571,607,782.108,850.953,906.35,998,1080,1304.294,1704.041,3122.041
Denmark,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,Bioenergy,1097.755,1145.1,1375.676,1184.948,1247.75,1243.451,1304.571,1791.267,1774.253,1982.4,2085.835,2149.951,2150.951
Denmark,Solid biofuels and renewable municipal waste,1017.755,1068.1,1295.886,1084.775,1151.961,1138.946,1197.673,1683.136,1666.122,1861.634,1953.952,2022.283,2023.283
Denmark,Renewable municipal waste,149.518,147.452,140.336,166.056,162.602,165.532,165.976,181.876,181.458,180.524,177.018,174.561,175.561
Denmark,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,Other solid biofuels,868,921,1156,919,989,973,1032,1501,1485,1681,1777,1848,1848
Denmark,Liquid biofuels,0,0,0,6.959,0,0.758,0.355,0.514,0.514,0,0,0,0
Denmark,Biogas,80,77,79.79,93.214,95.789,103.747,106.543,107.617,107.617,120.766,131.883,127.668,127.668
Denmark,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Total renewable energy,256.1,334.2,441.38,518.5,561.34,593.5,607,615.1,608.55,715.5,828.67,1011.77,1177.77
Estonia,Hydropower,6,5,8,8,5,6,6,7.3,7.3,6,8,6,10
Estonia,Renewable hydropower,6,5,8,8,5,6,6,7.3,7.3,6,8,6,10
Estonia,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Wind,108,180,266,248,275,300,310,311.8,310,316,317,315,315
Estonia,Onshore wind energy,108,180,266,248,275,300,310,311.8,310,316,317,315,315
Estonia,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Solar,0.1,0.2,0.38,1.5,3.34,6.5,10,15,31.9,120.6,207.67,394.77,534.77
Estonia,Solar photovoltaic,0.1,0.2,0.38,1.5,3.34,6.5,10,15,31.9,120.6,207.67,394.77,534.77
Estonia,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Bioenergy,142,149,167,261,278,281,281,281,259.35,272.9,296,296,318
Estonia,Solid biofuels and renewable municipal waste,138,145,163,255,270,270,270,270,250,265,285,285,307
Estonia,Renewable municipal waste,0,0,0,105,105,105,105,105,85,85,85,85,85
Estonia,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Other solid biofuels,138,145,163,150,165,165,165,165,165,180,200,200,222
Estonia,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Biogas,4,4,4,6,8,11,11,11,9.35,7.9,11,11,11
Estonia,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,Total renewable energy,35.71,35.71,47.91,47.91,59.61,59.91,59.61,59.61,56.05,52.711,59.431,64.261,64.261
Faroe Islands,Hydropower,31.6,31.6,39.3,39.3,39.3,39.3,39.3,39.3,39.7,39.7,39.7,39.7,39.7
Faroe Islands,Renewable hydropower,31.6,31.6,39.3,39.3,39.3,39.3,39.3,39.3,39.7,39.7,39.7,39.7,39.7
Faroe Islands,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,Marine,0,0,0,0,0,0.3,0,0,0,0,0.1,0.1,0.1
Faroe Islands,Wind,4.11,4.11,8.61,8.61,20.31,20.31,20.31,20.31,16.35,12.75,19.05,22.5,22.5
Faroe Islands,Onshore wind energy,4.11,4.11,8.61,8.61,20.31,20.31,20.31,20.31,16.35,12.75,19.05,22.5,22.5
Faroe Islands,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,Solar,0,0,0,0,0,0,0,0,0,0.261,0.261,0.261,0.261
Faroe Islands,Solar photovoltaic,0,0,0,0,0,0,0,0,0,0.261,0.261,0.261,0.261
Faroe Islands,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,Bioenergy,0,0,0,0,0,0,0,0,0,0,0.32,1.7,1.7
Faroe Islands,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,Biogas,0,0,0,0,0,0,0,0,0,0,0.32,1.7,1.7
Faroe Islands,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,Total renewable energy,5011,5166,5213,5516,5747,6142,6746,7512,7563,7890,8774,9564,12094.6
Finland,Hydropower,3039,3080,3080,3108,3132,3133,3133,3156,3152,3157,3164,3171,3171
Finland,Renewable hydropower,3039,3080,3080,3108,3132,3133,3133,3156,3152,3157,3164,3171,3171
Finland,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,Wind,197,199,257,447,627,1005,1565,2044,2041,2284,2586,3257,5614
Finland,Onshore wind energy,170.7,172.7,230.7,420.7,600.7,973,1533,1971.3,1968.3,2211,2513,3184,5541
Finland,Offshore wind energy,26.3,26.3,26.3,26.3,26.3,32,32,72.7,72.7,73,73,73,73
Finland,Solar,7,7,8,9,11,17,39,82,140,222,318,425,590.6
Finland,Solar photovoltaic,7,7,8,9,11,17,39,82,140,222,318,425,590.6
Finland,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,Bioenergy,1768,1880,1868,1952,1977,1987,2009,2230,2230,2227,2706,2711,2719
Finland,Solid biofuels and renewable municipal waste,1738,1835,1822,1864,1877,1885,1895,2114,2114,2111,2590,2595,2603
Finland,Renewable municipal waste,85,76,95,113,126,134,148,148,148,148,148,197,267
Finland,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,Other solid biofuels,1653,1759,1727,1751,1751,1751,1747,1966,1966,1963,2442,2398,2336
Finland,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,Biogas,30,45,46,88,100,102,114,116,116,116,116,116,116
Finland,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Total renewable energy,31716.5,35007.091,37326.752,38913.672,40784.278,43027.092,45057.742,48035.67,50742.775,53625.232,55964.296,60394.479,65381.479
France,Hydropower,25425,25641.577,25655.923,25645.355,25576.268,25551.829,25620.853,25706.938,25726.934,25868.384,25954.542,26291.456,26291.456
France,Renewable hydropower,23617,23833.917,23848.263,23837.695,23848.608,23824.169,23893.153,23979.238,23999.234,24140.684,24226.882,24563.796,24563.796
France,Pumped storage,1808,1807.66,1807.66,1807.66,1727.66,1727.66,1727.7,1727.7,1727.7,1727.7,1727.66,1727.66,1727.66
France,Marine,216,214.726,215.909,218.488,220.008,218.079,219.974,218.87,218.002,213.567,211.515,211.192,211.192
France,Wind,5912,6758.016,7607.496,8155.961,9201.425,10298.177,11566.562,13499.352,14900.143,16426.852,17513.998,18739.978,21119.978
France,Onshore wind energy,5912,6758.016,7607.496,8155.961,9201.425,10298.177,11566.562,13497.352,14898.143,16424.852,17511.998,18737.978,20637.978
France,Offshore wind energy,0,0,0,0,0,0,0,2,2,2,2,2,482
France,Solar,1044,3003.574,4358.754,5277.289,6034.418,7137.517,7702.081,8610.437,9672.296,10816.874,12064.975,14819.383,17419.383
France,Solar photovoltaic,1044,3003.574,4358.754,5277.289,6034.418,7137.517,7702.081,8610.437,9672.296,10807.874,12055.975,14810.383,17410.383
France,Concentrated solar power,0,0,0,0,0,0,0,0,0,9,9,9,9
France,Bioenergy,927.5,1181.958,1282.83,1409.239,1464.819,1534.4,1659.822,1711.623,1936.95,2011.105,1930.776,2043.98,2050.98
France,Solid biofuels and renewable municipal waste,756.5,957.567,1014.426,1097.928,1109.261,1131.267,1232.302,1248.979,1450.37,1488.191,1369.902,1470.483,1470.483
France,Renewable municipal waste,403.5,625.021,651.913,647.029,644.61,603.404,620.728,624.818,622.446,613.488,560.238,571.734,571.734
France,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Other solid biofuels,353,333,363,451,465,528,612,624,828,875,810,899,899
France,Liquid biofuels,0,0,0,0,0,2.687,3.65,0.128,0.05,0.138,14.57,9.748,9.748
France,Biogas,171,224.391,268.404,311.311,355.558,400.446,423.87,462.516,486.53,522.776,546.304,563.749,570.749
France,Geothermal,0,14.9,13.5,15,15,14.75,16.15,16.15,16.15,16.15,16.15,16.15,16.15
Germany,Total renewable energy,56545,67421,78149.5,83766,90325,97851,104435.5,112514,118904.5,125068,131686,138566.5,148420.5
Germany,Hydropower,11218,11436,11257,11239,11234,11255,11207,11120,10684,10733,10808,10844,10894
Germany,Renewable hydropower,5407,5625,5607,5589,5580,5589,5629,5627,5329,5378,5454,5490,5540
Germany,Pumped storage,5811,5811,5650,5650,5654,5666,5578,5493,5355,5355,5354,5354,5354
Germany,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Wind,26903,28712,30979,33477,38614,44580,49435,55580,58721,60742,62201,63833,66294
Germany,Onshore wind energy,26823,28524,30711,32969,37620,41297,45303,50174,52328,53187,54414,56046,58165
Germany,Offshore wind energy,80,188,268,508,994,3283,4132,5406,6393,7555,7787,7787,8129
Germany,Solar,18006,25916,34077,36710,37900,39224,40679,42293,45158,48914,53671,59373,66664
Germany,Solar photovoltaic,18004,25914,34075,36708,37898,39222,40677,42291,45156,48912,53669,59371,66662
Germany,Concentrated solar power,2,2,2,2,2,2,2,2,2,2,2,2,2
Germany,Bioenergy,6222,7162,7470.5,7964,8202,8429,8659.5,8982,9661.5,9994,10320,9824.5,9876.5
Germany,Solid biofuels and renewable municipal waste,2264,2297,2272.5,2553,2533,2554,2578.5,2605,2647.5,2682,2595,2633.5,2628.5
Germany,Renewable municipal waste,762,743,714.5,930,944,962,978.5,1004,1062.5,1084,1024,1067.5,1067.5
Germany,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Other solid biofuels,1502,1554,1558,1620,1582,1589,1597,1598,1582,1595,1568,1563,1558
Germany,Liquid biofuels,410,345,277,263,232,232,231,230,230,231,231,230,228
Germany,Biogas,3548,4520,4921,5148,5437,5643,5850,6147,6784,7081,7494,6961,7020
Germany,Geothermal,7,6,16,26,29,29,33,32,35,40,40,46,46
Gibraltar,Total renewable energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,Renewable hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,Solar photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,Total renewable energy,4756,5521,6570,7672,8010,8138,8424,8685.61,9020.095,9922.667,10921.378,12456.057,13968.057
Greece,Hydropower,3215,3224,3236,3238,3389,3392,3392,3392,3409,3412,3417,3421,3423
Greece,Renewable hydropower,3215,3224,3236,3238,3389,3392,3392,3392,3409,3412,3417,3421,3423
Greece,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,Wind,1298,1640,1753,1809,1978,2091,2370,2624,2877.495,3589,4119.25,4649.13,4879.13
Greece,Onshore wind energy,1298,1640,1753,1809,1978,2091,2370,2624,2877.495,3589,4119.25,4649.13,4879.13
Greece,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,Solar,202,612,1536,2579,2596,2604,2604,2605.53,2651.57,2833.794,3287.72,4277.42,5557.42
Greece,Solar photovoltaic,202,612,1536,2579,2596,2604,2604,2605.53,2651.57,2833.794,3287.72,4277.42,5557.42
Greece,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,Bioenergy,41,45,45,46,47,51,58,64.08,82.03,87.873,97.408,108.507,108.507
Greece,Solid biofuels and renewable municipal waste,0,0,0,0,0,2,2,2.56,11.88,13.113,14.111,16.109,16.109
Greece,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,Other solid biofuels,0,0,0,0,0,2,2,3,12,13,14,16,16
Greece,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,Biogas,41,45,45,46,47,49,56,61.52,70.15,74.76,83.297,92.398,92.398
Greece,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Holy See,Total renewable energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Holy See,Hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Holy See,Renewable hydropower,0,0,0,0,0,0,0,0,0,0,0,0,0
Holy See,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Holy See,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Holy See,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0
Holy See,Onshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Holy See,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Holy See,Solar,0,0,0,0,0,0,0,0,0,0,0,0,0
Holy See,Solar photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0,0
Holy See,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Holy See,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Holy See,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Holy See,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Holy See,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Holy See,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Holy See,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Holy See,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Holy See,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Total renewable energy,862,890,724,749,1024,1076.5,1048,1224,1629.5,2287.5,3024,3905.5,3925.5
Hungary,Hydropower,53,55,56,57,57,57,57,57,57,58,58,60,60
Hungary,Renewable hydropower,53,55,56,57,57,57,57,57,57,58,58,60,60
Hungary,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Wind,293,331,325,329,329,329,329,329,329,323,323,324,324
Hungary,Onshore wind energy,293,331,325,329,329,329,329,329,329,323,323,324,324
Hungary,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Solar,2,4,12,35,89,172,235,344,728,1400,2131,2968,2988
Hungary,Solar photovoltaic,2,4,12,35,89,172,235,344,728,1400,2131,2968,2988
Hungary,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Bioenergy,514,500,331,328,549,518.5,427,491,512.5,503.5,509,550.5,550.5
Hungary,Solid biofuels and renewable municipal waste,490,455,278,265,486,446.5,351,409,436.5,424.5,424,465.5,465.5
Hungary,Renewable municipal waste,21,19,18,18,19,24.5,29,23,22.5,22.5,27,27.5,27.5
Hungary,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Other solid biofuels,469,436,260,247,467,422,322,386,414,402,397,438,438
Hungary,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Biogas,24,45,53,63,63,72,76,82,76,79,85,85,85
Hungary,Geothermal,0,0,0,0,0,0,0,3,3,3,3,3,3
Iceland,Total renewable energy,2458,2549,2542.64,2651.92,2653.139,2657.539,2658.527,2711.468,2861.955,2869.418,2879.378,2879.493,2879.493
Iceland,Hydropower,1883,1884,1877,1984,1984,1987,1987,1994.747,2098.722,2104.459,2114.419,2114.484,2114.484
Iceland,Renewable hydropower,1883,1884,1877,1984,1984,1987,1987,1994.747,2098.722,2104.459,2114.419,2114.484,2114.484
Iceland,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,Wind,0,0,0,2,3,3,3,2.43,2.4,2.4,1.8,1.8,1.8
Iceland,Onshore wind energy,0,0,0,2,3,3,3,2.43,2.4,2.4,1.8,1.8,1.8
Iceland,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,Solar,0,0,0.64,0.92,1.139,2.539,3.527,4.333,5.275,7.001,7.001,7.001,7.001
Iceland,Solar photovoltaic,0,0,0.64,0.92,1.139,2.539,3.527,4.333,5.275,7.001,7.001,7.001,7.001
Iceland,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,Geothermal,575,665,665,665,665,665,665,709.958,755.558,755.558,756.158,756.208,756.208
Ireland,Total renewable energy,1664.175,1867.236,1999.085,2227.212,2591.563,2760.186,3116.775,3676.103,4046.09,4528.196,4740.873,4818.894,5098.894
Ireland,Hydropower,529,529,529,529,529,529,529,529,529,529,529,529,529
Ireland,Renewable hydropower,237,237,237,237,237,237,237,237,237,237,237,237,237
Ireland,Pumped storage,292,292,292,292,292,292,292,292,292,292,292,292,292
Ireland,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,Wind,1390.4,1584.6,1704.35,1923.3,2283.25,2451.15,2801.65,3319.15,3673.85,4126.45,4306.7,4339.041,4619.041
Ireland,Onshore wind energy,1365.2,1559.4,1679.15,1898.1,2258.05,2425.95,2776.45,3293.95,3648.65,4101.25,4281.5,4313.841,4593.841
Ireland,Offshore wind energy,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2
Ireland,Solar,0.693,0.789,0.94,1.017,1.629,2.352,5.927,17.135,31.972,57.478,89.892,135.272,135.272
Ireland,Solar photovoltaic,0.693,0.789,0.94,1.017,1.629,2.352,5.927,17.135,31.972,57.478,89.892,135.272,135.272
Ireland,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,Bioenergy,36.082,44.847,56.795,65.895,69.684,69.684,72.198,102.818,103.268,107.268,107.281,107.581,107.581
Ireland,Solid biofuels and renewable municipal waste,5.35,5.45,12.95,13.45,16.24,16.24,16.24,46.74,46.74,47.94,47.997,47.997,47.997
Ireland,Renewable municipal waste,0,0,7.5,8,10.79,10.79,10.79,41.29,41.29,41.29,41.29,41.29,41.29
Ireland,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,Other solid biofuels,5,5,5,5,5,5,5,5,5,7,7,7,7
Ireland,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,Biogas,30.732,39.397,43.845,52.445,53.444,53.444,55.958,56.078,56.528,59.328,59.284,59.584,59.584
Ireland,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,Total renewable energy,29507.435,40823.768,46720.72,48857.22,49526.22,50417.27,51195.27,52128.454,53160.575,54373.049,55492.526,56855.717,59891.017
Italy,Hydropower,21520,21737,21880,22009,22098,22220,22298,22426.015,22498.587,22541.086,22694.985,22749.661,22780.661
Italy,Renewable hydropower,17563,17780,17923,18052,18116,18238,18316,18485.635,18558.207,18600.706,18754.605,18809.281,18840.281
Italy,Pumped storage,3957,3957,3957,3957,3982,3982,3982,3940.38,3940.38,3940.38,3940.38,3940.38,3940.38
Italy,Marine,0,0,0,0.15,0.15,0.2,0.2,0.2,0.2,0.2,0.205,0.205,0.205
Italy,Wind,5794,6918,8102,8542,8683,9137,9384,9736.578,10230.246,10679.46,10870.622,11253.733,11779.733
Italy,Onshore wind energy,5794,6918,8102,8542,8683,9137,9384,9736.578,10230.246,10679.46,10870.622,11253.733,11749.733
Italy,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,30
Italy,Solar,3596.72,13135.72,16789.72,18190.07,18600.07,18907.07,19289.07,19688.363,20113.659,20871.345,21656.11,22600.327,25082.627
Italy,Solar photovoltaic,3592,13131,16785,18185,18594,18901,19283,19682.293,20107.589,20865.275,21650.04,22594.257,25076.557
Italy,Concentrated solar power,4.72,4.72,4.72,5.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07,6.07
Italy,Bioenergy,1825.715,2262.048,3178,3344,3359,3367,3439,3450.488,3491.073,3454.148,3439.194,3420.381,3416.381
Italy,Solid biofuels and renewable municipal waste,764,792,915,1024,1033,1031,1094,1092.256,1145.011,1123.633,1128.11,1120.06,1116.06
Italy,Renewable municipal waste,358,371,377,418,413,415,409,408.148,411.798,395.654,401.928,417.596,417.596
Italy,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,Other solid biofuels,406,421,525,599,613,605,674,671,717,711,708,682,678
Italy,Liquid biofuels,581.715,738.048,989,1003,990,1000,993,986.727,970.712,948.165,932.026,918.562,918.562
Italy,Biogas,480,732,1274,1317,1336,1336,1352,1371.505,1375.35,1382.35,1379.058,1381.759,1381.759
Italy,Geothermal,728,728,728,729,768,768,767,767.19,767.19,767.19,771.79,771.79,771.79
Kosovo*,Total renewable energy,43,44,44,44,44,44.102,81.22,120.722,120.722,138.86,153.88,263.028,268.628
Kosovo*,Hydropower,42,43,43,43,43,43,78.27,80.37,80.37,95.11,110.13,110.13,110.13
Kosovo*,Renewable hydropower,42,43,43,43,43,43,78.27,80.37,80.37,95.11,110.13,110.13,110.13
Kosovo*,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo*,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo*,Wind,1,1,1,1,1,1,1,33.75,33.75,33.75,33.75,138.75,138.75
Kosovo*,Onshore wind energy,1,1,1,1,1,1,1,33.75,33.75,33.75,33.75,138.75,138.75
Kosovo*,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo*,Solar,0,0,0,0,0,0.102,1.95,6.602,6.602,10,10,14.148,19.748
Kosovo*,Solar photovoltaic,0,0,0,0,0,0.102,1.95,6.602,6.602,10,10,14.148,19.748
Kosovo*,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo*,Bioenergy,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo*,Solid biofuels and renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo*,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo*,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo*,Other solid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo*,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo*,Biogas,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo*,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,Total renewable energy,1622,1642,1701,1760.509,1777.716,1781.859,1777.792,1796.137,1779.204,1825.677,1825.763,1823.269,1965.269
Latvia,Hydropower,1576,1576,1576,1586.617,1587.801,1587.694,1564.197,1564.318,1564.985,1586.69,1586.276,1587.23,1608.23
Latvia,Renewable hydropower,1576,1576,1576,1586.617,1587.801,1587.694,1564.197,1564.318,1564.985,1586.69,1586.276,1587.23,1608.23
Latvia,Pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,Wind,30,36,59,65.892,68.915,68.165,69.905,77.105,78.172,78.072,78.072,77.129,136.129
Latvia,Onshore wind energy,30,36,59,65.892,68.915,68.165,69.905,77.105,78.172,78.072,78.072,77.129,136.129
Latvia,Offshore wind energy,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,Solar,0,0,0,0,0,0,0.69,0.69,1.962,3.302,5.102,7.155,56.155
Latvia,Solar photovoltaic,0,0,0,0,0,0,0.69,0.69,1.962,3.302,5.102,7.155,56.155
Latvia,Concentrated solar power,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,Bioenergy,16,30,66,108,121,126,143,154.024,134.085,157.613,156.313,151.755,164.755
Latvia,Solid biofuels and renewable municipal waste,5,5,23,55,63,66,81,93.736,72.609,96.947,96.067,94.72,107.72
Latvia,Renewable municipal waste,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,Bagasse,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,Other solid biofuels,5,5,23,55,63,66,81,94,73,97,96,95,108
Latvia,Liquid biofuels,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,Biogas,11,25,43,53,58,60,62,60.288,61.476,60.666,60.246,57.035,57.035
Latvia,Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0
